order_id,user_id,product,order_timestamp
order_user_39_6,user_39,product_6,2024-06-05T08:35:09
order_user_40_1,user_40,product_1,2024-06-21T04:29:49
order_user_40_2,user_40,product_2,2024-06-17T08:39:11
order_user_40_3,user_40,product_3,2024-06-18T01:06:02
order_user_40_4,user_40,product_4,2024-06-18T00:55:15
order_user_40_5,user_40,product_5,2024-06-03T16:03:20
order_user_40_6,user_40,product_6,2024-06-03T23:07:42
order_user_40_7,user_40,product_7,2024-06-02T04:03:58
order_user_40_8,user_40,product_8,2024-06-05T18:39:16
order_user_42_1,user_42,product_1,2024-06-21T19:57:32
order_user_42_2,user_42,product_2,2024-06-15T04:53:50
order_user_42_3,user_42,product_3,2024-06-11T11:56:17
order_user_42_4,user_42,product_4,2024-06-23T05:44:46
order_user_42_5,user_42,product_5,2024-06-21T06:43:19
order_user_42_6,user_42,product_6,2024-06-09T02:42:31
order_user_43_1,user_43,product_1,2024-06-15T10:39:46
order_user_43_2,user_43,product_2,2024-06-05T22:00:32
order_user_43_3,user_43,product_3,2024-06-22T06:45:36
order_user_43_4,user_43,product_4,2024-06-17T11:35:41
order_user_43_5,user_43,product_5,2024-06-06T03:19:09
order_user_44_1,user_44,product_1,2024-06-07T14:55:09
order_user_44_2,user_44,product_2,2024-06-21T17:02:54
order_user_48_1,user_48,product_1,2024-06-17T22:28:17
order_user_48_2,user_48,product_2,2024-06-19T04:47:13
order_user_48_3,user_48,product_3,2024-06-14T05:50:07
order_user_50_1,user_50,product_1,2024-06-18T23:20:36
order_user_50_2,user_50,product_2,2024-06-19T02:37:16
order_user_51_1,user_51,product_1,2024-06-19T11:25:27
order_user_51_2,user_51,product_2,2024-06-07T05:22:18
order_user_51_3,user_51,product_3,2024-06-06T03:34:29
order_user_51_4,user_51,product_4,2024-06-11T13:05:35
order_user_51_5,user_51,product_5,2024-06-14T09:18:32
order_user_51_6,user_51,product_6,2024-06-21T16:26:45
order_user_51_7,user_51,product_7,2024-06-20T14:25:12
order_user_51_8,user_51,product_8,2024-06-19T19:59:59
order_user_52_1,user_52,product_1,2024-06-12T05:26:40
order_user_52_2,user_52,product_2,2024-06-04T03:32:44
order_user_52_3,user_52,product_3,2024-06-19T13:30:33
order_user_52_4,user_52,product_4,2024-06-11T18:52:51
order_user_52_5,user_52,product_5,2024-06-14T03:26:39
order_user_52_6,user_52,product_6,2024-06-12T07:38:46
order_user_52_7,user_52,product_7,2024-06-03T02:37:55
order_user_52_8,user_52,product_8,2024-06-08T18:12:05
order_user_53_1,user_53,product_1,2024-06-12T23:44:53
order_user_54_1,user_54,product_1,2024-06-23T11:42:28
order_user_55_1,user_55,product_1,2024-06-20T16:54:06
order_user_55_2,user_55,product_2,2024-06-04T16:01:30
order_user_55_3,user_55,product_3,2024-06-04T21:52:05
order_user_56_1,user_56,product_1,2024-06-13T08:07:41
order_user_56_2,user_56,product_2,2024-06-18T13:17:47
order_user_56_3,user_56,product_3,2024-06-16T00:40:30
order_user_56_4,user_56,product_4,2024-06-05T22:05:22
order_user_56_5,user_56,product_5,2024-06-09T03:02:59
order_user_56_6,user_56,product_6,2024-06-21T01:27:52
order_user_57_1,user_57,product_1,2024-06-18T07:31:17
order_user_57_2,user_57,product_2,2024-06-14T20:31:22
order_user_57_3,user_57,product_3,2024-06-13T19:25:37
order_user_57_4,user_57,product_4,2024-06-05T13:47:27
order_user_57_5,user_57,product_5,2024-06-15T13:08:50
order_user_57_6,user_57,product_6,2024-06-11T03:36:20
order_user_59_1,user_59,product_1,2024-06-15T18:44:22
order_user_59_2,user_59,product_2,2024-06-20T03:34:35
order_user_59_3,user_59,product_3,2024-06-12T06:28:07
order_user_59_4,user_59,product_4,2024-06-01T18:47:09
order_user_59_5,user_59,product_5,2024-06-05T07:15:18
order_user_59_6,user_59,product_6,2024-06-05T06:01:55
order_user_59_7,user_59,product_7,2024-06-13T05:44:21
order_user_59_8,user_59,product_8,2024-06-21T05:51:14
order_user_59_9,user_59,product_9,2024-06-14T17:13:53
order_user_59_10,user_59,product_10,2024-06-13T00:30:17
order_user_60_1,user_60,product_1,2024-06-17T20:20:11
order_user_60_2,user_60,product_2,2024-06-13T08:50:17
order_user_60_3,user_60,product_3,2024-06-12T04:35:06
order_user_60_4,user_60,product_4,2024-06-18T18:25:27
order_user_60_5,user_60,product_5,2024-06-08T18:12:56
order_user_60_6,user_60,product_6,2024-06-06T01:08:22
order_user_60_7,user_60,product_7,2024-06-10T11:39:19
order_user_60_8,user_60,product_8,2024-06-21T17:33:23
order_user_60_9,user_60,product_9,2024-06-03T02:28:27
order_user_60_10,user_60,product_10,2024-06-21T19:39:12
order_user_62_1,user_62,product_1,2024-06-05T12:21:24
order_user_62_2,user_62,product_2,2024-06-08T15:16:10
order_user_62_3,user_62,product_3,2024-06-18T01:34:21
order_user_62_4,user_62,product_4,2024-06-17T16:58:29
order_user_62_5,user_62,product_5,2024-06-13T14:11:52
order_user_62_6,user_62,product_6,2024-06-12T14:08:48
order_user_62_7,user_62,product_7,2024-06-16T15:36:36
order_user_62_8,user_62,product_8,2024-06-17T23:19:30
order_user_63_1,user_63,product_1,2024-06-16T08:04:12
order_user_63_2,user_63,product_2,2024-06-19T16:18:36
order_user_63_3,user_63,product_3,2024-06-17T05:44:00
order_user_63_4,user_63,product_4,2024-06-17T15:11:46
order_user_63_5,user_63,product_5,2024-06-05T08:22:18
order_user_63_6,user_63,product_6,2024-06-17T15:46:16
order_user_63_7,user_63,product_7,2024-06-08T13:23:20
order_user_63_8,user_63,product_8,2024-06-15T00:07:47
order_user_63_9,user_63,product_9,2024-06-07T13:34:48
order_user_64_1,user_64,product_1,2024-06-10T09:33:27
order_user_64_2,user_64,product_2,2024-06-03T12:25:07
order_user_64_3,user_64,product_3,2024-06-11T20:42:54
order_user_64_4,user_64,product_4,2024-06-06T22:00:10
order_user_64_5,user_64,product_5,2024-06-14T14:46:08
order_user_64_6,user_64,product_6,2024-06-21T15:54:12
order_user_65_1,user_65,product_1,2024-06-23T11:24:52
order_user_65_2,user_65,product_2,2024-06-14T11:44:15
order_user_65_3,user_65,product_3,2024-06-01T22:08:28
order_user_65_4,user_65,product_4,2024-06-06T21:23:33
order_user_65_5,user_65,product_5,2024-06-02T19:04:02
order_user_66_1,user_66,product_1,2024-06-02T11:51:54
order_user_66_2,user_66,product_2,2024-06-13T21:43:02
order_user_66_3,user_66,product_3,2024-06-14T10:01:04
order_user_66_4,user_66,product_4,2024-06-21T23:33:03
order_user_67_1,user_67,product_1,2024-06-23T06:32:04
order_user_67_2,user_67,product_2,2024-06-18T06:40:02
order_user_67_3,user_67,product_3,2024-06-04T09:57:16
order_user_67_4,user_67,product_4,2024-06-07T04:26:15
order_user_67_5,user_67,product_5,2024-06-23T02:05:15
order_user_67_6,user_67,product_6,2024-06-16T09:18:46
order_user_67_7,user_67,product_7,2024-06-22T12:44:47
order_user_67_8,user_67,product_8,2024-06-10T14:50:43
order_user_67_9,user_67,product_9,2024-06-14T00:59:05
order_user_67_10,user_67,product_10,2024-06-14T16:29:22
order_user_68_1,user_68,product_1,2024-06-05T03:59:27
order_user_68_2,user_68,product_2,2024-06-20T15:14:47
order_user_68_3,user_68,product_3,2024-06-18T00:10:23
order_user_68_4,user_68,product_4,2024-06-05T04:26:52
order_user_68_5,user_68,product_5,2024-06-16T18:03:24
order_user_68_6,user_68,product_6,2024-06-17T12:27:57
order_user_68_7,user_68,product_7,2024-06-17T02:10:18
order_user_68_8,user_68,product_8,2024-06-14T02:41:56
order_user_68_9,user_68,product_9,2024-06-09T19:10:26
order_user_68_10,user_68,product_10,2024-06-08T02:00:44
order_user_69_1,user_69,product_1,2024-06-20T02:00:30
order_user_69_2,user_69,product_2,2024-06-12T08:28:14
order_user_69_3,user_69,product_3,2024-06-06T20:27:35
order_user_69_4,user_69,product_4,2024-06-16T17:30:43
order_user_69_5,user_69,product_5,2024-06-04T09:53:57
order_user_69_6,user_69,product_6,2024-06-17T00:11:22
order_user_69_7,user_69,product_7,2024-06-15T19:28:24
order_user_70_1,user_70,product_1,2024-06-05T04:48:01
order_user_70_2,user_70,product_2,2024-06-17T11:34:49
order_user_70_3,user_70,product_3,2024-06-08T20:03:21
order_user_70_4,user_70,product_4,2024-06-10T09:11:53
order_user_70_5,user_70,product_5,2024-06-16T19:28:23
order_user_70_6,user_70,product_6,2024-06-06T19:32:43
order_user_71_1,user_71,product_1,2024-06-02T07:32:56
order_user_71_2,user_71,product_2,2024-06-17T08:39:59
order_user_71_3,user_71,product_3,2024-06-08T23:46:23
order_user_71_4,user_71,product_4,2024-06-03T06:44:17
order_user_71_5,user_71,product_5,2024-06-21T19:24:09
order_user_71_6,user_71,product_6,2024-06-21T23:50:35
order_user_71_7,user_71,product_7,2024-06-12T04:51:28
order_user_72_1,user_72,product_1,2024-06-06T20:53:33
order_user_72_2,user_72,product_2,2024-06-17T14:06:33
order_user_72_3,user_72,product_3,2024-06-11T06:24:21
order_user_72_4,user_72,product_4,2024-06-20T15:06:24
order_user_72_5,user_72,product_5,2024-06-16T21:53:39
order_user_73_1,user_73,product_1,2024-06-19T05:54:07
order_user_73_2,user_73,product_2,2024-06-09T17:09:26
order_user_73_3,user_73,product_3,2024-06-10T13:57:05
order_user_73_4,user_73,product_4,2024-06-20T06:44:43
order_user_74_1,user_74,product_1,2024-06-22T13:01:57
order_user_75_1,user_75,product_1,2024-06-11T09:33:55
order_user_75_2,user_75,product_2,2024-06-01T18:06:18
order_user_76_1,user_76,product_1,2024-06-03T02:39:34
order_user_76_2,user_76,product_2,2024-06-11T17:02:04
order_user_76_3,user_76,product_3,2024-06-11T23:24:17
order_user_76_4,user_76,product_4,2024-06-02T10:14:43
order_user_76_5,user_76,product_5,2024-06-14T18:05:54
order_user_77_1,user_77,product_1,2024-06-17T11:01:40
order_user_77_2,user_77,product_2,2024-06-21T10:44:12
order_user_77_3,user_77,product_3,2024-06-17T20:36:50
order_user_77_4,user_77,product_4,2024-06-15T09:43:00
order_user_77_5,user_77,product_5,2024-06-19T22:26:42
order_user_78_1,user_78,product_1,2024-06-14T11:25:17
order_user_78_2,user_78,product_2,2024-06-23T03:31:57
order_user_78_3,user_78,product_3,2024-06-19T00:57:59
order_user_78_4,user_78,product_4,2024-06-21T05:51:15
order_user_78_5,user_78,product_5,2024-06-07T20:11:48
order_user_78_6,user_78,product_6,2024-06-15T10:19:38
order_user_78_7,user_78,product_7,2024-06-21T14:46:32
order_user_78_8,user_78,product_8,2024-06-08T19:26:22
order_user_79_1,user_79,product_1,2024-06-15T06:21:08
order_user_79_2,user_79,product_2,2024-06-16T09:25:26
order_user_80_1,user_80,product_1,2024-06-18T17:52:29
order_user_80_2,user_80,product_2,2024-06-12T13:36:13
order_user_80_3,user_80,product_3,2024-06-22T06:10:56
order_user_80_4,user_80,product_4,2024-06-15T09:25:20
order_user_80_5,user_80,product_5,2024-06-04T13:30:58
order_user_80_6,user_80,product_6,2024-06-04T05:33:10
order_user_80_7,user_80,product_7,2024-06-08T11:17:30
order_user_80_8,user_80,product_8,2024-06-18T11:02:01
order_user_81_1,user_81,product_1,2024-06-05T07:59:03
order_user_81_2,user_81,product_2,2024-06-13T15:38:13
order_user_81_3,user_81,product_3,2024-06-08T03:55:27
order_user_81_4,user_81,product_4,2024-06-20T11:00:18
order_user_81_5,user_81,product_5,2024-06-23T10:47:10
order_user_81_6,user_81,product_6,2024-06-18T09:14:58
order_user_81_7,user_81,product_7,2024-06-10T18:26:43
order_user_82_1,user_82,product_1,2024-06-21T00:07:16
order_user_82_2,user_82,product_2,2024-06-17T12:00:02
order_user_82_3,user_82,product_3,2024-06-17T19:23:26
order_user_82_4,user_82,product_4,2024-06-09T00:17:57
order_user_83_1,user_83,product_1,2024-06-02T01:31:25
order_user_83_2,user_83,product_2,2024-06-12T12:33:48
order_user_84_1,user_84,product_1,2024-06-02T15:21:43
order_user_84_2,user_84,product_2,2024-06-12T13:47:24
order_user_84_3,user_84,product_3,2024-06-18T05:58:27
order_user_84_4,user_84,product_4,2024-06-20T09:27:50
order_user_85_1,user_85,product_1,2024-06-01T23:53:20
order_user_87_1,user_87,product_1,2024-06-04T03:25:00
order_user_87_2,user_87,product_2,2024-06-16T04:23:34
order_user_87_3,user_87,product_3,2024-06-20T09:25:52
order_user_87_4,user_87,product_4,2024-06-07T20:51:02
order_user_87_5,user_87,product_5,2024-06-07T20:29:08
order_user_88_1,user_88,product_1,2024-06-16T21:07:02
order_user_88_2,user_88,product_2,2024-06-02T11:37:52
order_user_88_3,user_88,product_3,2024-06-03T22:57:04
order_user_88_4,user_88,product_4,2024-06-17T07:33:39
order_user_88_5,user_88,product_5,2024-06-19T14:01:00
order_user_88_6,user_88,product_6,2024-06-18T14:59:24
order_user_89_1,user_89,product_1,2024-06-22T01:47:56
order_user_89_2,user_89,product_2,2024-06-10T01:09:24
order_user_89_3,user_89,product_3,2024-06-05T20:15:11
order_user_89_4,user_89,product_4,2024-06-02T05:17:39
order_user_89_5,user_89,product_5,2024-06-06T07:13:32
order_user_89_6,user_89,product_6,2024-06-02T21:16:31
order_user_89_7,user_89,product_7,2024-06-01T17:22:00
order_user_89_8,user_89,product_8,2024-06-05T11:07:26
order_user_89_9,user_89,product_9,2024-06-18T18:23:01
order_user_90_1,user_90,product_1,2024-06-08T13:04:56
order_user_90_2,user_90,product_2,2024-06-14T18:28:57
order_user_90_3,user_90,product_3,2024-06-03T11:07:19
order_user_91_1,user_91,product_1,2024-06-23T07:59:36
order_user_91_2,user_91,product_2,2024-06-05T06:59:59
order_user_91_3,user_91,product_3,2024-06-19T00:43:34
order_user_91_4,user_91,product_4,2024-06-05T11:43:16
order_user_91_5,user_91,product_5,2024-06-15T16:54:28
order_user_91_6,user_91,product_6,2024-06-22T20:27:52
order_user_91_7,user_91,product_7,2024-06-04T11:24:12
order_user_92_1,user_92,product_1,2024-06-15T03:44:16
order_user_93_1,user_93,product_1,2024-06-04T16:17:32
order_user_93_2,user_93,product_2,2024-06-05T03:09:27
order_user_93_3,user_93,product_3,2024-06-02T05:07:45
order_user_93_4,user_93,product_4,2024-06-10T21:43:49
order_user_93_5,user_93,product_5,2024-06-04T18:30:21
order_user_93_6,user_93,product_6,2024-06-06T23:23:25
order_user_93_7,user_93,product_7,2024-06-05T05:17:03
order_user_94_1,user_94,product_1,2024-06-11T23:28:50
order_user_94_2,user_94,product_2,2024-06-22T18:12:11
order_user_94_3,user_94,product_3,2024-06-14T06:31:17
order_user_94_4,user_94,product_4,2024-06-13T12:12:44
order_user_94_5,user_94,product_5,2024-06-04T12:45:42
order_user_94_6,user_94,product_6,2024-06-06T08:51:13
order_user_94_7,user_94,product_7,2024-06-06T17:58:28
order_user_94_8,user_94,product_8,2024-06-17T03:50:23
order_user_94_9,user_94,product_9,2024-06-17T03:15:35
order_user_95_1,user_95,product_1,2024-06-20T20:31:33
order_user_95_2,user_95,product_2,2024-06-22T23:50:32
order_user_96_1,user_96,product_1,2024-06-01T18:12:49
order_user_96_2,user_96,product_2,2024-06-13T08:46:05
order_user_96_3,user_96,product_3,2024-06-10T08:37:44
order_user_97_1,user_97,product_1,2024-06-23T05:23:42
order_user_97_2,user_97,product_2,2024-06-07T05:11:33
order_user_97_3,user_97,product_3,2024-06-09T18:43:07
order_user_97_4,user_97,product_4,2024-06-02T21:40:12
order_user_98_1,user_98,product_1,2024-06-16T13:24:26
order_user_98_2,user_98,product_2,2024-06-05T04:33:45
order_user_98_3,user_98,product_3,2024-06-12T12:07:34
order_user_98_4,user_98,product_4,2024-06-03T21:27:18
order_user_98_5,user_98,product_5,2024-06-13T07:01:23
order_user_99_1,user_99,product_1,2024-06-04T06:49:01
order_user_99_2,user_99,product_2,2024-06-17T19:28:33
order_user_99_3,user_99,product_3,2024-06-12T20:45:25
order_user_99_4,user_99,product_4,2024-06-17T10:12:34
order_user_100_1,user_100,product_1,2024-06-11T04:34:24
order_user_100_2,user_100,product_2,2024-06-05T21:49:51
order_user_100_3,user_100,product_3,2024-06-17T02:45:21
order_user_100_4,user_100,product_4,2024-06-04T07:01:24
order_user_101_1,user_101,product_1,2024-06-18T22:44:52
order_user_102_1,user_102,product_1,2024-06-02T15:32:05
order_user_102_2,user_102,product_2,2024-06-17T04:25:32
order_user_102_3,user_102,product_3,2024-06-19T02:55:52
order_user_102_4,user_102,product_4,2024-06-16T12:04:08
order_user_102_5,user_102,product_5,2024-06-19T06:23:28
order_user_102_6,user_102,product_6,2024-06-17T04:45:30
order_user_102_7,user_102,product_7,2024-06-13T03:34:15
order_user_102_8,user_102,product_8,2024-06-01T17:51:30
order_user_102_9,user_102,product_9,2024-06-16T04:08:10
order_user_103_1,user_103,product_1,2024-06-15T01:51:25
order_user_103_2,user_103,product_2,2024-06-10T08:59:55
order_user_103_3,user_103,product_3,2024-06-02T06:13:16
order_user_103_4,user_103,product_4,2024-06-04T05:38:46
order_user_105_1,user_105,product_1,2024-06-04T10:24:19
order_user_105_2,user_105,product_2,2024-06-02T11:34:39
order_user_105_3,user_105,product_3,2024-06-14T12:46:27
order_user_105_4,user_105,product_4,2024-06-04T05:11:05
order_user_106_1,user_106,product_1,2024-06-10T01:04:23
order_user_106_2,user_106,product_2,2024-06-16T14:27:12
order_user_106_3,user_106,product_3,2024-06-05T11:36:41
order_user_106_4,user_106,product_4,2024-06-04T06:37:53
order_user_106_5,user_106,product_5,2024-06-07T21:05:19
order_user_106_6,user_106,product_6,2024-06-14T08:43:11
order_user_106_7,user_106,product_7,2024-06-07T00:01:19
order_user_106_8,user_106,product_8,2024-06-18T10:26:23
order_user_107_1,user_107,product_1,2024-06-04T06:00:56
order_user_107_2,user_107,product_2,2024-06-08T22:57:33
order_user_107_3,user_107,product_3,2024-06-15T23:54:39
order_user_107_4,user_107,product_4,2024-06-14T13:56:50
order_user_107_5,user_107,product_5,2024-06-10T01:55:44
order_user_107_6,user_107,product_6,2024-06-13T19:59:58
order_user_107_7,user_107,product_7,2024-06-02T13:30:17
order_user_107_8,user_107,product_8,2024-06-13T11:35:29
order_user_108_1,user_108,product_1,2024-06-17T05:28:33
order_user_108_2,user_108,product_2,2024-06-12T09:01:51
order_user_108_3,user_108,product_3,2024-06-16T04:39:45
order_user_108_4,user_108,product_4,2024-06-01T16:12:06
order_user_109_1,user_109,product_1,2024-06-08T00:35:56
order_user_109_2,user_109,product_2,2024-06-06T22:40:56
order_user_109_3,user_109,product_3,2024-06-21T02:19:09
order_user_109_4,user_109,product_4,2024-06-05T01:52:54
order_user_110_1,user_110,product_1,2024-06-16T02:40:33
order_user_110_2,user_110,product_2,2024-06-04T10:04:20
order_user_110_3,user_110,product_3,2024-06-14T00:39:35
order_user_110_4,user_110,product_4,2024-06-02T08:48:22
order_user_110_5,user_110,product_5,2024-06-09T01:43:38
order_user_110_6,user_110,product_6,2024-06-07T00:16:35
order_user_110_7,user_110,product_7,2024-06-18T21:38:39
